Post Content,Followers,User Bio,Age,Location,Hashtags,Engagement,Sentiment
Here's a picture of my new lunch. #yum,2049,Freelance photographer. Love the outdoors.,27,Paris,"['#lifeisgood', '#weekend', '#blessed', '#positivity']",639,2
Started a new project today. Let's see how it goes.,33142,Lifestyle guru and content creator.,30,London,"['#newbeginnings', '#inspiration', '#grateful']",747,2
Went to a coffee shop today. The vibe was nice.,2049,Freelance photographer. Love the outdoors.,27,Paris,"['#motivation', '#blessed']",475,2
Here's a picture of my new lunch. #yum,7662,"Fitness coach, motivator, and influencer.",22,Los Angeles,['#dreams'],686,2
I can't believe how far I've come. So grateful!,1063,"Tech enthusiast, foodie, and travel lover.",31,San Francisco,"['#fitness', '#hate']",1299,1
Nothing beats the feeling of accomplishing your goals!,703,Just another social media user.,34,New York,"['#dreams', '#lifeisgood']",771,1
I just took a walk in the park. Feeling good.,1063,"Tech enthusiast, foodie, and travel lover.",31,San Francisco,"['#inspiration', '#life', '#motivation']",532,2
This has been the worst week ever. I need a break!,2049,Freelance photographer. Love the outdoors.,27,Paris,['#grateful'],703,0
Everything is falling apart and I don't know what to do.,2049,Freelance photographer. Love the outdoors.,27,Paris,"['#newbeginnings', '#selfcare']",337,0
Went to a coffee shop today. The vibe was nice.,33142,Lifestyle guru and content creator.,30,London,"['#books', '#love', '#grateful']",750,2
I regret my decision. This was a terrible choice.,7662,"Fitness coach, motivator, and influencer.",22,Los Angeles,['#workout'],430,0
Just got my dream job! Feeling on top of the world!,1063,"Tech enthusiast, foodie, and travel lover.",31,San Francisco,"['#inspiration', '#adventure', '#life', '#dreams']",924,1
Started a new project today. Let's see how it goes.,1063,"Tech enthusiast, foodie, and travel lover.",31,San Francisco,['#fitness'],192,2
Nothing beats the feeling of accomplishing your goals!,703,Just another social media user.,34,New York,"['#positivity', '#workout', '#blessed', '#lifeisgood']",757,1
I regret my decision. This was a terrible choice.,703,Just another social media user.,34,New York,"['#love', '#lifeisgood', '#hate', '#books']",838,0
Started a new project today. Let's see how it goes.,703,Just another social media user.,34,New York,['#lifeisgood'],476,2
Just got my dream job! Feeling on top of the world!,33142,Lifestyle guru and content creator.,30,London,"['#grateful', '#positivity', '#weekend']",978,1
Just got my dream job! Feeling on top of the world!,2049,Freelance photographer. Love the outdoors.,27,Paris,['#positivity'],1238,1
Everything is falling apart and I don't know what to do.,1063,"Tech enthusiast, foodie, and travel lover.",31,San Francisco,"['#dreams', '#love']",538,0
I just finished reading an amazing book that changed my perspective!,1063,"Tech enthusiast, foodie, and travel lover.",31,San Francisco,"['#lifeisgood', '#inspiration', '#love', '#selfcare']",1386,1
Catch me at the gym later today.,7662,"Fitness coach, motivator, and influencer.",22,Los Angeles,"['#travel', '#love']",577,2
I regret my decision. This was a terrible choice.,7662,"Fitness coach, motivator, and influencer.",22,Los Angeles,"['#life', '#dreams']",337,0
So excited about my new adventure in life!,703,Just another social media user.,34,New York,"['#fitness', '#life', '#food', '#lifeisgood']",1312,1
Just got my dream job! Feeling on top of the world!,7662,"Fitness coach, motivator, and influencer.",22,Los Angeles,"['#weekend', '#books']",984,1
Everything is falling apart and I don't know what to do.,1063,"Tech enthusiast, foodie, and travel lover.",31,San Francisco,"['#books', '#dreams', '#grateful', '#travel']",507,0
Nothing beats the feeling of accomplishing your goals!,1063,"Tech enthusiast, foodie, and travel lover.",31,San Francisco,"['#blessed', '#lifeisgood']",1026,1
Life is so beautiful right now!,2049,Freelance photographer. Love the outdoors.,27,Paris,"['#food', '#inspiration', '#positivity']",1073,1
I can't believe how bad today was. Everything went wrong.,33142,Lifestyle guru and content creator.,30,London,"['#grateful', '#workout']",806,0
"So proud of my progress, everything is falling into place!",33142,Lifestyle guru and content creator.,30,London,"['#food', '#tech', '#hate']",999,1
Nothing beats the feeling of accomplishing your goals!,1063,"Tech enthusiast, foodie, and travel lover.",31,San Francisco,"['#selfcare', '#newbeginnings', '#tech']",1180,1
"No matter what I do, nothing seems to work out.",7662,"Fitness coach, motivator, and influencer.",22,Los Angeles,"['#adventure', '#motivation', '#dreams']",1231,0
This has been the worst week ever. I need a break!,1063,"Tech enthusiast, foodie, and travel lover.",31,San Francisco,"['#workout', '#life']",503,0
I can't believe how bad today was. Everything went wrong.,2049,Freelance photographer. Love the outdoors.,27,Paris,"['#workout', '#food', '#weekend', '#travel']",847,0
Just got my dream job! Feeling on top of the world!,703,Just another social media user.,34,New York,"['#grateful', '#adventure']",635,1
Just finished a long day at work. Time to relax.,1063,"Tech enthusiast, foodie, and travel lover.",31,San Francisco,"['#travel', '#dreams']",1000,2
I just took a walk in the park. Feeling good.,33142,Lifestyle guru and content creator.,30,London,['#newbeginnings'],296,2
So excited about my new adventure in life!,2049,Freelance photographer. Love the outdoors.,27,Paris,"['#blessed', '#inspiration']",783,1
Today was amazing! I’m so grateful for everything.,7662,"Fitness coach, motivator, and influencer.",22,Los Angeles,"['#newbeginnings', '#tech', '#life', '#positivity']",820,1
"Feeling so down, things aren't going well.",33142,Lifestyle guru and content creator.,30,London,"['#hate', '#newbeginnings', '#love', '#books']",546,0
I just finished reading an amazing book that changed my perspective!,703,Just another social media user.,34,New York,['#adventure'],863,1
Just got my dream job! Feeling on top of the world!,33142,Lifestyle guru and content creator.,30,London,"['#lifeisgood', '#selfcare', '#adventure', '#dreams']",1296,1
Life is so beautiful right now!,703,Just another social media user.,34,New York,"['#workout', '#dreams', '#food', '#motivation']",827,1
Started a new project today. Let's see how it goes.,2049,Freelance photographer. Love the outdoors.,27,Paris,['#adventure'],1075,2
"Feeling so down, things aren't going well.",33142,Lifestyle guru and content creator.,30,London,"['#blessed', '#selfcare', '#positivity', '#travel']",385,0
Nothing beats the feeling of accomplishing your goals!,7662,"Fitness coach, motivator, and influencer.",22,Los Angeles,"['#love', '#blessed']",1088,1
This has been the worst week ever. I need a break!,2049,Freelance photographer. Love the outdoors.,27,Paris,"['#tech', '#motivation']",1199,0
It's a regular Monday.,1063,"Tech enthusiast, foodie, and travel lover.",31,San Francisco,"['#selfcare', '#newbeginnings', '#inspiration', '#fitness']",768,2
I can't shake this feeling of failure. I feel stuck.,2049,Freelance photographer. Love the outdoors.,27,Paris,"['#selfcare', '#food', '#life', '#blessed']",980,0
Catch me at the gym later today.,2049,Freelance photographer. Love the outdoors.,27,Paris,"['#selfcare', '#hate']",1021,2
"So proud of my progress, everything is falling into place!",703,Just another social media user.,34,New York,"['#books', '#fitness', '#selfcare', '#life']",1362,1
Here's a picture of my new lunch. #yum,2049,Freelance photographer. Love the outdoors.,27,Paris,['#grateful'],920,2
Today was amazing! I’m so grateful for everything.,33142,Lifestyle guru and content creator.,30,London,"['#newbeginnings', '#adventure', '#food']",967,1
Just finished a long day at work. Time to relax.,1063,"Tech enthusiast, foodie, and travel lover.",31,San Francisco,"['#love', '#newbeginnings', '#tech', '#blessed']",345,2
So excited about my new adventure in life!,33142,Lifestyle guru and content creator.,30,London,['#books'],899,1
"No matter what I do, nothing seems to work out.",33142,Lifestyle guru and content creator.,30,London,"['#tech', '#inspiration', '#food']",606,0
Life is so beautiful right now!,703,Just another social media user.,34,New York,"['#adventure', '#motivation']",669,1
Disappointed with the way things are turning out.,2049,Freelance photographer. Love the outdoors.,27,Paris,"['#adventure', '#blessed']",938,0
I just took a walk in the park. Feeling good.,703,Just another social media user.,34,New York,"['#selfcare', '#motivation', '#blessed']",617,2
So excited about my new adventure in life!,7662,"Fitness coach, motivator, and influencer.",22,Los Angeles,"['#workout', '#dreams', '#books']",1336,1
"Feeling so down, things aren't going well.",1063,"Tech enthusiast, foodie, and travel lover.",31,San Francisco,['#life'],640,0
Disappointed with the way things are turning out.,33142,Lifestyle guru and content creator.,30,London,"['#dreams', '#hate', '#grateful']",404,0
Catch me at the gym later today.,703,Just another social media user.,34,New York,"['#fitness', '#hate', '#travel', '#grateful']",209,2
Here's a picture of my new lunch. #yum,1063,"Tech enthusiast, foodie, and travel lover.",31,San Francisco,"['#weekend', '#love', '#travel', '#newbeginnings']",289,2
Today was amazing! I’m so grateful for everything.,2049,Freelance photographer. Love the outdoors.,27,Paris,"['#weekend', '#inspiration', '#dreams', '#newbeginnings']",862,1
Everything is falling apart and I don't know what to do.,703,Just another social media user.,34,New York,"['#workout', '#selfcare', '#grateful']",557,0
Catch me at the gym later today.,7662,"Fitness coach, motivator, and influencer.",22,Los Angeles,"['#workout', '#newbeginnings', '#blessed']",245,2
I can't believe how far I've come. So grateful!,33142,Lifestyle guru and content creator.,30,London,"['#food', '#workout', '#selfcare']",1057,1
"So proud of my progress, everything is falling into place!",2049,Freelance photographer. Love the outdoors.,27,Paris,"['#motivation', '#hate', '#newbeginnings']",748,1
Just finished a long day at work. Time to relax.,2049,Freelance photographer. Love the outdoors.,27,Paris,"['#blessed', '#dreams']",696,2
It's a regular Monday.,2049,Freelance photographer. Love the outdoors.,27,Paris,"['#travel', '#tech', '#books']",478,2
Disappointed with the way things are turning out.,1063,"Tech enthusiast, foodie, and travel lover.",31,San Francisco,"['#inspiration', '#dreams', '#food', '#hate']",1155,0
Catch me at the gym later today.,2049,Freelance photographer. Love the outdoors.,27,Paris,"['#blessed', '#inspiration', '#workout']",820,2
I just finished reading an amazing book that changed my perspective!,1063,"Tech enthusiast, foodie, and travel lover.",31,San Francisco,"['#positivity', '#dreams', '#grateful', '#fitness']",817,1
Started a new project today. Let's see how it goes.,2049,Freelance photographer. Love the outdoors.,27,Paris,"['#selfcare', '#love']",678,2
I can't believe how far I've come. So grateful!,703,Just another social media user.,34,New York,"['#inspiration', '#tech']",761,1
Just finished a long day at work. Time to relax.,7662,"Fitness coach, motivator, and influencer.",22,Los Angeles,['#dreams'],862,2
Life is so beautiful right now!,7662,"Fitness coach, motivator, and influencer.",22,Los Angeles,['#lifeisgood'],798,1
Just got my dream job! Feeling on top of the world!,1063,"Tech enthusiast, foodie, and travel lover.",31,San Francisco,"['#books', '#hate', '#workout', '#love']",1271,1
Life is so beautiful right now!,7662,"Fitness coach, motivator, and influencer.",22,Los Angeles,"['#adventure', '#tech', '#lifeisgood', '#books']",743,1
"So proud of my progress, everything is falling into place!",33142,Lifestyle guru and content creator.,30,London,['#grateful'],1046,1
Life is so beautiful right now!,1063,"Tech enthusiast, foodie, and travel lover.",31,San Francisco,"['#travel', '#fitness', '#grateful']",584,1
Disappointed with the way things are turning out.,2049,Freelance photographer. Love the outdoors.,27,Paris,['#selfcare'],494,0
I just took a walk in the park. Feeling good.,1063,"Tech enthusiast, foodie, and travel lover.",31,San Francisco,"['#selfcare', '#motivation', '#lifeisgood', '#hate']",787,2
I can't shake this feeling of failure. I feel stuck.,1063,"Tech enthusiast, foodie, and travel lover.",31,San Francisco,"['#life', '#motivation']",777,0
